DisclosedDate,DisclosedTime,LocalCode,DisclosureNumber,TypeOfDocument,TypeOfCurrentPeriod,CurrentPeriodStartDate,CurrentPeriodEndDate,CurrentFiscalYearStartDate,CurrentFiscalYearEndDate,NextFiscalYearStartDate,NextFiscalYearEndDate,NetSales,OperatingProfit,OrdinaryProfit,Profit,EarningsPerShare,DilutedEarningsPerShare,TotalAssets,Equity,EquityToAssetRatio,BookValuePerShare,CashFlowsFromOperatingActivities,CashFlowsFromInvestingActivities,CashFlowsFromFinancingActivities,CashAndEquivalents,ResultDividendPerShare1stQuarter,ResultDividendPerShare2ndQuarter,ResultDividendPerShare3rdQuarter,ResultDividendPerShareFiscalYearEnd,ResultDividendPerShareAnnual,DistributionsPerUnit(REIT),ResultTotalDividendPaidAnnual,ResultPayoutRatioAnnual,ForecastDividendPerShare1stQuarter,ForecastDividendPerShare2ndQuarter,ForecastDividendPerShare3rdQuarter,ForecastDividendPerShareFiscalYearEnd,ForecastDividendPerShareAnnual,ForecastDistributionsPerUnit(REIT),ForecastTotalDividendPaidAnnual,ForecastPayoutRatioAnnual,NextYearForecastDividendPerShare1stQuarter,NextYearForecastDividendPerShare2ndQuarter,NextYearForecastDividendPerShare3rdQuarter,NextYearForecastDividendPerShareFiscalYearEnd,NextYearForecastDividendPerShareAnnual,NextYearForecastDistributionsPerUnit(REIT),NextYearForecastPayoutRatioAnnual,ForecastNetSales2ndQuarter,ForecastOperatingProfit2ndQuarter,ForecastOrdinaryProfit2ndQuarter,ForecastProfit2ndQuarter,ForecastEarningsPerShare2ndQuarter,NextYearForecastNetSales2ndQuarter,NextYearForecastOperatingProfit2ndQuarter,NextYearForecastOrdinaryProfit2ndQuarter,NextYearForecastProfit2ndQuarter,NextYearForecastEarningsPerShare2ndQuarter,ForecastNetSales,ForecastOperatingProfit,ForecastOrdinaryProfit,ForecastProfit,ForecastEarningsPerShare,NextYearForecastNetSales,NextYearForecastOperatingProfit,NextYearForecastOrdinaryProfit,NextYearForecastProfit,NextYearForecastEarningsPerShare,MaterialChangesInSubsidiaries,ChangesBasedOnRevisionsOfAccountingStandard,ChangesOtherThanOnesBasedOnRevisionsOfAccountingStandard,ChangesInAccountingEstimates,RetrospectiveRestatement,NumberOfIssuedAndOutstandingSharesAtTheEndOfFiscalYearIncludingTreasuryStock,NumberOfTreasuryStockAtTheEndOfFiscalYear,AverageNumberOfShares,NonConsolidatedNetSales,NonConsolidatedOperatingProfit,NonConsolidatedOrdinaryProfit,NonConsolidatedProfit,NonConsolidatedEarningsPerShare,NonConsolidatedTotalAssets,NonConsolidatedEquity,NonConsolidatedEquityToAssetRatio,NonConsolidatedBookValuePerShare,ForecastNonConsolidatedNetSales2ndQuarter,ForecastNonConsolidatedOperatingProfit2ndQuarter,ForecastNonConsolidatedOrdinaryProfit2ndQuarter,ForecastNonConsolidatedProfit2ndQuarter,ForecastNonConsolidatedEarningsPerShare2ndQuarter,NextYearForecastNonConsolidatedNetSales2ndQuarter,NextYearForecastNonConsolidatedOperatingProfit2ndQuarter,NextYearForecastNonConsolidatedOrdinaryProfit2ndQuarter,NextYearForecastNonConsolidatedProfit2ndQuarter,NextYearForecastNonConsolidatedEarningsPerShare2ndQuarter,ForecastNonConsolidatedNetSales,ForecastNonConsolidatedOperatingProfit,ForecastNonConsolidatedOrdinaryProfit,ForecastNonConsolidatedProfit,ForecastNonConsolidatedEarningsPerShare,NextYearForecastNonConsolidatedNetSales,NextYearForecastNonConsolidatedOperatingProfit,NextYearForecastNonConsolidatedOrdinaryProfit,NextYearForecastNonConsolidatedProfit,NextYearForecastNonConsolidatedEarningsPerShare,Code
2023-08-08 00:00:00+09:00,15:00:00,41860,20230712521095,2QFinancialStatements_Consolidated_JP,2Q,2023-01-01,2023-06-30 00:00:00+09:00,2023-01-01 00:00:00+09:00,2023-12-31 00:00:00+09:00,,,77674000000,10904000000,11806000000,5355000000,132.89,132.71,247380000000,190732000000,0.721,4420.47,8987000000,-5481000000,-3998000000,42145000000,,82.0,,,,,,,,,,82.0,164.0,,,,,,,,,,,,,,,,,,,,,164000000000,23500000000,25000000000,13500000000,334.74,,,,,,false,true,false,false,false,42600000,2268713,40298233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4186
2023-08-08 00:00:00+09:00,15:00:00,34360,20230804534865,2QFinancialStatements_Consolidated_JP,2Q,2023-01-01,2023-06-30 00:00:00+09:00,2023-01-01 00:00:00+09:00,2023-12-31 00:00:00+09:00,,,220659000000,46786000000,48528000000,49647000000,141.82,,990905000000,633823000000,0.579,,,,,,,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,false,false,350175139,487941,350067327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3436
2023-08-08 00:00:00+09:00,15:00:00,67280,20230808536856,FYFinancialStatements_Consolidated_JP,FY,2022-07-01,2023-06-30 00:00:00+09:00,2022-07-01 00:00:00+09:00,2023-06-30 00:00:00+09:00,2023-07-01,2024-06-30,227528000000,19946000000,22880000000,14169000000,287.7,,353474000000,204853000000,0.561,4024.72,1011000000,-15673000000,-5438000000,87317000000,,,,109.0,109.0,,5379000000,0.379,,,,,,,,,,,,114.0,114.0,,0.351,,,,,,113500000000,8000000000,9000000000,5500000000,111.68,,,,,,245000000000,23000000000,24500000000,16000000000,324.88,true,true,false,false,false,49355938,107207,49248917,94250000000,777000000,12159000000,12342000000,250.57,231764000000,133158000000,0.575,2703.44,,,,,,,,,,,,,,,,,,,,,6728
2023-08-08 00:00:00+09:00,15:30:00,63150,20230713521625,1QFinancialStatements_Consolidated_JP,1Q,2023-04-01,2023-06-30 00:00:00+09:00,2023-04-01 00:00:00+09:00,2024-03-31 00:00:00+09:00,,,9511000000,920000000,1139000000,782000000,31.29,,74399000000,48677000000,0.654,,,,,,,,,,,,,,,0.0,,40.0,40.0,,,,,,,,,,,21000000000,1850000000,1850000000,1290000000,51.56,,,,,,51000000000,8160000000,8160000000,5710000000,228.22,,,,,,false,false,false,false,false,25033238,13771,25019526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6315
2023-08-09 00:00:00+09:00,13:00:00,44010,20230809537779,1QFinancialStatements_Consolidated_JP,1Q,2023-04-01,2023-06-30 00:00:00+09:00,2023-04-01 00:00:00+09:00,2024-03-31 00:00:00+09:00,,,94596000000,7422000000,8150000000,5120000000,50.03,,505113000000,318444000000,0.529,,,,,,,,,,,,,,,40.0,,40.0,80.0,,,,,,,,,,,191000000000,13300000000,13700000000,8200000000,79.95,,,,,,426000000000,36000000000,35500000000,21000000000,204.75,,,,,,false,false,false,false,false,103768142,1693626,102347262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4401
2023-08-09 00:00:00+09:00,15:00:00,67580,20230808537724,1QFinancialStatements_Consolidated_IFRS,1Q,2023-04-01,2023-06-30 00:00:00+09:00,2023-04-01 00:00:00+09:00,2024-03-31 00:00:00+09:00,,,2963652000000,253042000000,,217545000000,176.26,175.67,32860017000000,7078578000000,0.213,,-12669000000,-198647000000,213867000000,1532099000000,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,12200000000000,1170000000000,,860000000000,,,,,,,false,true,false,false,,1261081781,26858560,1234242212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6758
2023-08-10 00:00:00+09:00,15:30:00,80350,20230731529949,1QFinancialStatements_Consolidated_JP,1Q,2023-04-01,2023-06-30 00:00:00+09:00,2023-04-01 00:00:00+09:00,2024-03-31 00:00:00+09:00,,,391746000000,82433000000,83046000000,64312000000,137.46,136.99,2179057000000,1539057000000,0.699,,,,,,,,,,,,,,,128.0,,192.0,320.0,,,,,,,,,,,790000000000,161000000000,162000000000,120000000000,256.75,,,,,,1700000000000,393000000000,395000000000,300000000000,642.23,,,,,,false,false,false,false,false,471632733,4757262,467872195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8035
2023-08-14 00:00:00+09:00,15:30:00,68900,20230810541326,1QFinancialStatements_Consolidated_JP,1Q,2023-04-01,2023-06-30 00:00:00+09:00,2023-04-01 00:00:00+09:00,2024-03-31 00:00:00+09:00,,,52261000000,7113000000,7628000000,4346000000,92.64,91.42,460520000000,257512000000,0.41,4026.68,,,,,,,,,,,,,,50.0,,50.0,100.0,,,,,,,,,,,105000000000,15000000000,13500000000,8500000000,180.8,,,,,,220000000000,32500000000,30000000000,18000000000,382.88,,,,,,false,false,false,false,false,47016567,94305,46916822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6890
2023-08-31 00:00:00+09:00,15:00:00,43690,20230823545523,2QFinancialStatements_Consolidated_JP,2Q,2023-02-01,2023-07-31 00:00:00+09:00,2023-02-01 00:00:00+09:00,2024-01-31 00:00:00+09:00,,,5622000000,1100000000,1906000000,1453000000,44.72,,31787000000,26466000000,0.833,,3649927000,-1104734000,-1435082000,12245382000,,0.0,,,,,,,,,,30.0,30.0,,,,,,,,,,,,,,,,,,,,,11300000000,1700000000,3370000000,2680000000,82.47,,,,,,false,false,false,false,false,32498640,1702,32496938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4369
2023-10-11 00:00:00+09:00,15:00:00,63230,20231010564311,2QFinancialStatements_Consolidated_JP,2Q,2023-03-01,2023-08-31 00:00:00+09:00,2023-03-01 00:00:00+09:00,2024-02-29 00:00:00+09:00,,,40992000000,9952000000,13878000000,9835000000,558.24,557.21,148807000000,90113000000,0.557,,,,,,,0.0,,,,,,,,,,135.0,135.0,,,,,,,,,,,,,,,,,,,,,88026000000,21619000000,21553000000,15718000000,892.13,,,,,,false,false,false,false,false,17640000,19791,17618373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6323
2023-10-13 00:00:00+09:00,15:30:00,27600,20231011565293,EarnForecastRevision,2Q,2023-04-01,2023-09-30 00:00:00+09:00,2023-04-01 00:00:00+09:00,2024-03-31 00:00:00+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119680000000,,6250000000,4550000000,456.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2760
2023-10-19 00:00:00+09:00,16:00:00,61460,20231016567693,2QFinancialStatements_Consolidated_JP,2Q,2023-04-01,2023-09-30 00:00:00+09:00,2023-04-01 00:00:00+09:00,2024-03-31 00:00:00+09:00,,,126260000000,45009000000,46277000000,32708000000,301.96,300.86,491706000000,360237000000,0.73,,41509000000,-7627000000,-22764000000,175847000000,,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,false,false,108348183,15836,108320891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6146
2023-10-19 00:00:00+09:00,16:00:00,61460,20231016567698,EarnForecastRevision,3Q,2023-04-01,2023-12-31 00:00:00+09:00,2023-04-01 00:00:00+09:00,2024-03-31 00:00:00+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167200000000,61400000000,79700000000,54400000000,502.16,,,,,,6146
2023-10-26 00:00:00+09:00,15:00:00,67230,20231025571753,3QFinancialStatements_Consolidated_IFRS,3Q,2023-01-01,2023-09-30 00:00:00+09:00,2023-01-01 00:00:00+09:00,2023-12-31 00:00:00+09:00,,,1107482000000,318528000000,,271134000000,152.6,149.66,3291158000000,2056431000000,0.624,,340114000000,-218298000000,-147793000000,392506000000,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,true,false,false,,1958454023,187168918,1776811215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6723
2023-10-27 00:00:00+09:00,09:00:00,40430,20230928560066,2QFinancialStatements_Consolidated_JP,2Q,2023-04-01,2023-09-30 00:00:00+09:00,2023-04-01 00:00:00+09:00,2024-03-31 00:00:00+09:00,,,166105000000,8576000000,8962000000,6228000000,86.56,,459301000000,248135000000,0.517,3298.13,38671000000,-14255000000,-31937000000,61249000000,,35.0,,,,,,,,,,35.0,70.0,,,,,,,,,,,,,,,,,,,,,355000000000,30000000000,30000000000,22000000000,305.76,,,,,,false,false,true,true,false,72088327,136502,71951156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4043
2023-10-27 00:00:00+09:00,15:00:00,40630,20231024570484,2QFinancialStatements_Consolidated_JP,2Q,2023-04-01,2023-09-30 00:00:00+09:00,2023-04-01 00:00:00+09:00,2024-03-31 00:00:00+09:00,,,1195902000000,381919000000,427508000000,301439000000,149.65,149.52,5092909000000,4375061000000,0.829,2106.41,380547000000,-695226000000,-193471000000,785544000000,,50.0,,,,,,,,,,50.0,100.0,,,,,,,,,,,,,,,,,,,,,2300000000000,700000000000,760000000000,520000000000,257.6,,,,,,false,false,false,false,false,2024122965,18584175,2014338531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4063
2023-10-30 00:00:00+09:00,15:00:00,31320,20231030574499,2QFinancialStatements_Consolidated_JP,2Q,2023-04-01,2023-09-30 00:00:00+09:00,2023-04-01 00:00:00+09:00,2024-03-31 00:00:00+09:00,,,546961000000,38000000000,36667000000,25864000000,426.97,,551041000000,239207000000,0.418,,22729000000,-2953000000,-26986000000,32698000000,,80.0,,,,,,,,,,80.0,160.0,,,,,,,,,,,,,,,,,,,,,1100000000000,66000000000,62800000000,42200000000,696.87,,,,,,false,false,false,false,false,60857382,258302,60576892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3132
2023-10-30 00:00:00+09:00,15:30:00,42720,20231026571961,EarnForecastRevision,2Q,2023-04-01,2023-09-30 00:00:00+09:00,2023-04-01 00:00:00+09:00,2024-03-31 00:00:00+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97900000000,4800000000,8300000000,6100000000,36.79,,,,,,202300000000,6000000000,9700000000,5800000000,34.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4272
2023-10-31 00:00:00+09:00,13:30:00,77410,20231030574979,2QFinancialStatements_Consolidated_IFRS,2Q,2023-04-01,2023-09-30 00:00:00+09:00,2023-04-01 00:00:00+09:00,2024-03-31 00:00:00+09:00,,,370989000000,,,85633000000,242.47,242.35,1115754000000,883528000000,0.794,,,,,465601000000,,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,false,false,,354088520,3040463,353175398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7741
2023-10-31 00:00:00+09:00,15:00:00,65260,20231031575355,2QFinancialStatements_Consolidated_JP,2Q,2023-04-01,2023-09-30 00:00:00+09:00,2023-04-01 00:00:00+09:00,2024-03-31 00:00:00+09:00,,,116988000000,18676000000,20448000000,15293000000,439.5,424.53,177984000000,123700000000,0.695,,14648000000,-10934000000,-2665000000,47457000000,,115.0,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,214000000000,29000000000,29000000000,22500000000,127.9,,,,,,false,false,false,false,false,35566766,123,34796107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6526
2023-10-31 00:00:00+09:00,15:00:00,68570,20231030575040,2QFinancialStatements_Consolidated_IFRS,2Q,2023-04-01,2023-09-30 00:00:00+09:00,2023-04-01 00:00:00+09:00,2024-03-31 00:00:00+09:00,,,217511000000,35269000000,,25938000000,35.18,35.06,630766000000,401813000000,0.637,,97000000,-17725000000,5249000000,77725000000,,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,470000000000,80000000000,,60000000000,,,,,,,false,false,false,false,,766141256,28012700,737318084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6857
2023-10-31 00:00:00+09:00,15:30:00,77350,20231031575603,2QFinancialStatements_Consolidated_JP,2Q,2023-04-01,2023-09-30 00:00:00+09:00,2023-04-01 00:00:00+09:00,2024-03-31 00:00:00+09:00,,,223260000000,38550000000,39374000000,26347000000,277.84,270.63,635600000000,316365000000,0.498,,68909000000,-18311000000,-18177000000,209610000000,,167.0,,,,,,,,,,107.0,,,,,,,,,,,,,,,,,,,,,,500000000000,87500000000,86000000000,60000000000,632.65,,,,,,false,false,false,false,false,101589732,6742770,94830738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7735
2023-10-31 00:00:00+09:00,15:30:00,27600,20231031575658,2QFinancialStatements_Consolidated_JP,2Q,2023-04-01,2023-09-30 00:00:00+09:00,2023-04-01 00:00:00+09:00,2024-03-31 00:00:00+09:00,,,119698000000,7153000000,6253000000,4551000000,152.17,,146342000000,42392000000,0.282,,2895000000,-1018000000,-2083000000,6400000000,,183.0,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,250000000000,,13500000000,9770000000,326.12,,,,,,false,false,false,false,false,31336500,1378080,29908998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2760
2023-10-31 00:00:00+09:00,16:00:00,69200,20231031575303,1QFinancialStatements_Consolidated_JP,1Q,2023-07-01,2023-09-30 00:00:00+09:00,2023-07-01 00:00:00+09:00,2024-06-30 00:00:00+09:00,,,47305000000,10279000000,10929000000,7702000000,85.4,85.33,255256000000,105343000000,0.413,1167.86,14549000000,-1264000000,-1546000000,42171000000,,,,,,,,,,73.0,,110.0,183.0,,,,,,,,,,,,,,,,,,,,,190000000000,64000000000,64000000000,47000000000,521.16,,,,,,false,false,false,false,false,94286400,4102599,90183802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6920
2023-11-01 00:00:00+09:00,15:00:00,69630,20231027573160,2QFinancialStatements_Consolidated_JP,2Q,2023-04-01,2023-09-30 00:00:00+09:00,2023-04-01 00:00:00+09:00,2024-03-31 00:00:00+09:00,,,239319000000,29833000000,50098000000,37305000000,95.37,92.39,1450704000000,955316000000,0.658,,42901000000,-350903000000,275395000000,276376000000,,100.0,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,500000000000,53000000000,70000000000,59000000000,151.77,,,,,,false,false,true,false,false,412000000,26057532,391163681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6963
2023-11-01 00:00:00+09:00,15:30:00,49800,20231101577406,2QFinancialStatements_Consolidated_JP,2Q,2023-04-01,2023-09-30 00:00:00+09:00,2023-04-01 00:00:00+09:00,2024-03-31 00:00:00+09:00,,,49595000000,15045000000,13569000000,9475000000,163.31,162.62,129430000000,81678000000,0.624,1391.19,7351000000,-6134000000,-7016000000,25046000000,,35.0,,,,,,,,,,40.0,75.0,,,,,,,,,,,,,,,,,,,,,100000000000,25000000000,26300000000,18000000000,305.09,,,,,,false,false,false,false,false,61113400,3023311,58020603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4980
2023-11-02 00:00:00+09:00,15:00:00,77290,20231023569801,2QFinancialStatements_Consolidated_JP,2Q,2023-04-01,2023-09-30 00:00:00+09:00,2023-04-01 00:00:00+09:00,2024-03-31 00:00:00+09:00,,,63537000000,11389000000,12072000000,8548000000,212.17,209.91,205524000000,150533000000,0.723,,1832000000,-6498000000,-7821000000,28108000000,,89.0,,,,,,,,,,89.0,178.0,,,,,,,,,,,,,,,,,,,,,132000000000,24500000000,25400000000,17800000000,441.44,,,,,,false,false,false,false,false,42059381,1704712,40290807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7729
2023-11-06 00:00:00+09:00,11:30:00,42030,20231102578508,2QFinancialStatements_Consolidated_IFRS,2Q,2023-04-01,2023-09-30 00:00:00+09:00,2023-04-01 00:00:00+09:00,2024-03-31 00:00:00+09:00,,,141942000000,12604000000,,11074000000,236.39,,411914000000,282663000000,0.68,,18733000000,-8941000000,-3495000000,113571000000,,70.0,,,,,,,,,,70.0,140.0,,,,,,,,,,,,,,,,,,,,,288000000000,,,21500000000,459.84,,,,,,false,false,false,false,,49590478,3024543,46844459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4203
2023-11-06 00:00:00+09:00,12:00:00,46260,20231102578459,2QFinancialStatements_Consolidated_JP,2Q,2023-04-01,2023-09-30 00:00:00+09:00,2023-04-01 00:00:00+09:00,2024-03-31 00:00:00+09:00,,,51107000000,9089000000,8651000000,6232000000,111.64,,197867000000,99555000000,0.503,1780.07,,,,,,38.0,,,,,,,,,,38.0,76.0,,,,,,,,,,,,,,,,,,,,,103600000000,17600000000,16900000000,11700000000,209.57,,,,,,false,false,false,false,false,58291559,2366398,55828713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4626
2023-11-07 00:00:00+09:00,15:00:00,67070,20231107580350,2QFinancialStatements_Consolidated_JP,2Q,2023-04-01,2023-09-30 00:00:00+09:00,2023-04-01 00:00:00+09:00,2024-03-31 00:00:00+09:00,,,121550000000,17158000000,16745000000,4448000000,184.27,178.82,339359000000,205192000000,0.382,,15907000000,-15760000000,-172000000,71125000000,,15.0,,,,,,,,,,15.0,30.0,,,,,,,,,,,,,,,,,,,,,241000000000,29500000000,28000000000,9800000000,405.91,,,,,,false,false,false,false,false,25098060,949661,24143241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6707
2023-11-07 00:00:00+09:00,15:00:00,67280,20231106580166,1QFinancialStatements_Consolidated_JP,1Q,2023-07-01,2023-09-30 00:00:00+09:00,2023-07-01 00:00:00+09:00,2024-06-30 00:00:00+09:00,,,55038000000,2831000000,2924000000,1135000000,23.04,,356493000000,201312000000,0.547,,1324000000,-3561000000,-7548000000,78035000000,,,,,,,,,,,,114.0,114.0,,,,,,,,,,,113500000000,8000000000,9000000000,5500000000,111.66,,,,,,245000000000,23000000000,24500000000,16000000000,324.82,,,,,,false,false,false,false,false,49355938,97607,49258331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6728
2023-11-07 00:00:00+09:00,16:00:00,42720,20231106579835,2QFinancialStatements_Consolidated_JP,2Q,2023-04-01,2023-09-30 00:00:00+09:00,2023-04-01 00:00:00+09:00,2024-03-31 00:00:00+09:00,,,97908000000,4767000000,8313000000,6092000000,36.74,36.72,349247000000,267540000000,0.763,,10523000000,-12157000000,2340000000,57172000000,,22.5,,,,,,,,,,22.5,45.0,,,,,,,,,,,,,,,,,,,,,202300000000,6000000000,9700000000,5800000000,34.98,,,,,,false,false,false,false,false,170503570,4653807,165810085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4272
2023-11-08 00:00:00+09:00,15:00:00,34360,20231107581174,3QFinancialStatements_Consolidated_JP,3Q,2023-01-01,2023-09-30 00:00:00+09:00,2023-01-01 00:00:00+09:00,2023-12-31 00:00:00+09:00,,,320851000000,61855000000,63992000000,58937000000,168.42,,1029941000000,632253000000,0.554,,,,,,,42.0,,,,,,,,,,10.0,52.0,,,,,,,,,,,,,,,,,,,,,421800000000,68300000000,68900000000,61400000000,175.6,,,,,,false,false,false,false,false,350175139,487941,349939225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3436
2023-11-08 00:00:00+09:00,15:00:00,81540,20231108581786,2QFinancialStatements_Consolidated_JP,2Q,2023-04-01,2023-09-30 00:00:00+09:00,2023-04-01 00:00:00+09:00,2024-03-31 00:00:00+09:00,,,275044000000,13876000000,13945000000,11404000000,434.23,,290328000000,143607000000,0.494,,9551000000,-797000000,-4194000000,57205000000,,110.0,,,,,,,,,,110.0,220.0,,,,,,,,,,,,,,,,,,,,,550000000000,25000000000,25000000000,18000000000,685.42,,,,,,false,false,false,false,false,28702118,2434067,26264058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8154
2023-11-08 00:00:00+09:00,15:30:00,63150,20231018568133,2QFinancialStatements_Consolidated_JP,2Q,2023-04-01,2023-09-30 00:00:00+09:00,2023-04-01 00:00:00+09:00,2024-03-31 00:00:00+09:00,,,21265000000,2388000000,2763000000,1958000000,78.3,,76586000000,50103000000,0.654,,,,,,,0.0,,,,,,,,,,40.0,40.0,,,,,,,,,,,,,,,,,,,,,51000000000,8160000000,8160000000,5710000000,228.22,,,,,,false,false,false,false,false,25043888,44859,25015200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6315
2023-11-08 00:00:00+09:00,15:30:00,63150,20231108582442,EarnForecastRevision,2Q,2023-04-01,2023-09-30 00:00:00+09:00,2023-04-01 00:00:00+09:00,2024-03-31 00:00:00+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21265000000,2388000000,2763000000,1958000000,78.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16772000000,,1422000000,1101000000,44.04,,,,,,,,,,,,,,,,6315
2023-11-09 00:00:00+09:00,15:00:00,67580,20231109583507,2QFinancialStatements_Consolidated_IFRS,2Q,2023-04-01,2023-09-30 00:00:00+09:00,2023-04-01 00:00:00+09:00,2024-03-31 00:00:00+09:00,,,5792275000000,516051000000,,417650000000,338.48,337.39,32968793000000,7200620000000,0.216,,115031000000,-335068000000,301820000000,1626514000000,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12400000000000,1170000000000,,880000000000,,,,,,,false,true,false,false,,1261081781,28444887,1233915248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6758
2023-11-10 00:00:00+09:00,13:00:00,44010,20231106579805,2QFinancialStatements_Consolidated_JP,2Q,2023-04-01,2023-09-30 00:00:00+09:00,2023-04-01 00:00:00+09:00,2024-03-31 00:00:00+09:00,,,187660000000,14798000000,15531000000,10550000000,103.2,,517630000000,325854000000,0.529,,26664000000,-15284000000,-11340000000,82046000000,,40.0,,,,,,,,,,40.0,80.0,,,,,,,,,,,,,,,,,,,,,410000000000,34500000000,34500000000,21000000000,204.75,,,,,,false,false,false,false,false,103768142,1637938,102234746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4401
2023-11-10 00:00:00+09:00,15:00:00,41860,20231025571709,3QFinancialStatements_Consolidated_JP,3Q,2023-01-01,2023-09-30 00:00:00+09:00,2023-01-01 00:00:00+09:00,2023-12-31 00:00:00+09:00,,,118620000000,15446000000,16589000000,7520000000,186.57,186.33,245164000000,188548000000,0.724,4400.89,,,,,,82.0,,,,,,,,,,82.0,164.0,,,,,,,,,,,,,,,,,,,,,164000000000,23500000000,25000000000,13500000000,334.74,,,,,,false,true,false,false,false,42600000,2263125,40310065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4186
2023-11-10 00:00:00+09:00,15:30:00,80350,20231027573413,2QFinancialStatements_Consolidated_JP,2Q,2023-04-01,2023-09-30 00:00:00+09:00,2023-04-01 00:00:00+09:00,2024-03-31 00:00:00+09:00,,,819572000000,178578000000,181282000000,137491000000,295.13,294.12,2191741000000,1530272000000,0.692,,200622000000,-70354000000,-254999000000,351893000000,,148.0,,,,,,,,,,192.0,340.0,,,,,,,,,,,,,,,,,,,,,1730000000000,401000000000,404000000000,307000000000,661.14,,,,,,false,false,false,false,false,471632733,8808694,465875522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8035
2023-11-14 00:00:00+09:00,15:30:00,68900,20231114589202,2QFinancialStatements_Consolidated_JP,2Q,2023-04-01,2023-09-30 00:00:00+09:00,2023-04-01 00:00:00+09:00,2024-03-31 00:00:00+09:00,,,105494000000,13035000000,15217000000,8390000000,178.78,166.46,476576000000,271834000000,0.42,4255.4,6789000000,-29101000000,41659000000,119666000000,,50.0,,,,,,,,,,50.0,100.0,,,,,,,,,,,,,,,,,,,,,220000000000,27000000000,28000000000,15000000000,319.07,,,,,,false,false,false,false,false,47078667,94305,46931000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6890
